,Instance,n_N,n_B,Gap,Runtime,NodeCount,ObjVal
0,0.0,5.0,11.0,0.0,1.2892894744873047,24.0,221.19584836843165
1,1.0,5.0,11.0,3.215042090716494e-07,1.2766568660736084,3.0,181.77633697669233
2,2.0,5.0,11.0,0.0,1.4063258171081543,63.0,210.96097568347227
3,3.0,5.0,9.0,2.106708235356322e-08,0.8804812431335449,93.0,227.66674313679385
4,4.0,5.0,10.0,6.493478288347221e-08,0.7888891696929932,1.0,170.14184525713654
5,5.0,5.0,10.0,1.9605011852496703e-07,0.9454188346862793,1.0,212.2813369928748
6,6.0,5.0,10.0,4.7963844925638824e-08,0.8450620174407959,1.0,249.87126301793703
7,7.0,5.0,11.0,4.11267344990683e-08,1.384613037109375,6.0,192.92786713564982
8,8.0,5.0,10.0,1.2903655724734977e-07,1.1458749771118164,1.0,209.723940156011
9,9.0,5.0,8.0,1.270327710788296e-07,0.9335846900939941,1.0,181.2198018537555
10,0.0,10.0,21.0,2.1110799221800122e-07,4.8755340576171875,121.0,282.89755644653894
11,1.0,10.0,21.0,5.371416746223947e-05,4.531676769256592,31.0,299.22415009660415
12,2.0,10.0,15.0,0.0,3.7954483032226562,549.0,347.61950812730026
13,3.0,10.0,19.0,0.0,4.310600280761719,125.0,301.69349460985114
14,4.0,10.0,20.0,2.2140667703284893e-07,4.476866245269775,1.0,319.0193262375252
15,5.0,10.0,21.0,1.0238191805504214e-10,5.14413857460022,190.0,335.27772345049146
16,6.0,10.0,17.0,0.0,3.1455838680267334,30.0,267.204731133669
17,7.0,10.0,21.0,0.0,4.5525641441345215,27.0,298.73967821010376
18,8.0,10.0,20.0,0.0,4.849780797958374,625.0,336.4534947081081
19,9.0,10.0,21.0,3.392387068332858e-07,5.700970411300659,94.0,330.3627768820236
20,0.0,20.0,35.0,1.4131546026893195e-07,22.413936138153076,471.0,433.4085613827599
21,1.0,20.0,35.0,0.0,32.02452111244202,2298.0,400.720922041491
22,2.0,20.0,35.0,0.0,15.765872478485107,115.0,438.3489490793657
23,3.0,20.0,38.0,5.2539937674374484e-06,18.88424062728882,11.0,439.31608567426224
24,4.0,20.0,40.0,0.0,65.04464673995972,2349.0,476.3953986107958
25,5.0,20.0,36.0,0.0,66.0495994091034,2069.0,464.1662215186196
26,6.0,20.0,35.0,0.0,36.1564359664917,1431.0,392.2586222622375
27,7.0,20.0,38.0,7.219503139287334e-08,29.840287446975708,2175.0,469.31710753188696
28,8.0,20.0,39.0,2.2327532975044264e-05,47.14930272102356,2255.0,507.9023370583522
29,9.0,20.0,35.0,5.1665436076257615e-08,51.409419536590576,2423.0,415.91909101138447
30,0.0,30.0,52.0,1.9974044126789037e-05,70.22032380104065,2158.0,636.5844187590596
31,1.0,30.0,58.0,0.0,108.877938747406,4353.0,579.0463430414704
32,2.0,30.0,49.0,6.419705003342396e-05,50.66350507736206,1881.0,591.5877134761416
33,3.0,30.0,54.0,0.0,112.16929340362549,2670.0,580.017615280055
34,4.0,30.0,53.0,5.2113183127773925e-05,145.06676077842712,3355.0,570.7656933124192
35,5.0,30.0,56.0,0.0,163.29406929016113,3948.0,606.2233652164676
36,6.0,30.0,60.0,1.5786909010039768e-07,79.2141284942627,2187.0,621.9337336268009
37,7.0,30.0,57.0,0.0,182.81912994384766,4645.0,569.2821797622228
38,8.0,30.0,54.0,0.0,95.98450541496277,2318.0,539.1037270999012
39,9.0,30.0,58.0,0.0,118.48065733909607,3574.0,603.0431637857632
40,0.0,50.0,83.0,2.835812099883138e-07,299.12213587760925,2453.0,727.4382093540264
41,1.0,50.0,82.0,0.0,382.6392910480499,9280.0,777.2686693421291
42,2.0,50.0,83.0,3.267678955612092e-11,1548.6370477676392,87752.0,780.8770789872822
43,3.0,50.0,83.0,1.1387933110165413e-11,234.61162972450256,2958.0,787.0873118886327
44,4.0,50.0,90.0,0.0,642.0394449234009,16989.0,735.4484936760042
45,5.0,50.0,86.0,7.758446733761352e-10,402.2099816799164,3456.0,743.0843114284207
46,6.0,50.0,87.0,2.7612110394921513e-10,559.6015527248383,12441.0,769.9551524619219
47,7.0,50.0,79.0,2.6315474647736108e-05,152.07860589027405,2174.0,740.3775042811142
48,8.0,50.0,91.0,1.3601028902210048e-05,722.0290350914001,18963.0,768.0082054726105
49,9.0,50.0,91.0,3.290473819813381e-06,287.86449122428894,2731.0,708.3787654817496
50,0.0,80.0,127.0,0.0,1663.5313005447388,36827.0,951.6100329228802
51,1.0,80.0,125.0,0.011167076084666664,3600.735454082489,123920.0,995.6623820375509
52,2.0,80.0,145.0,0.0070578257420475035,3600.895487546921,66220.0,982.7160161594926
53,3.0,80.0,135.0,0.0,2483.8157997131348,53088.0,1033.970987606011
54,4.0,80.0,135.0,0.013747116485357725,3600.7092802524567,91977.0,922.8741324055775
55,5.0,80.0,142.0,0.03221752395095109,3601.25843000412,100467.0,990.9598558998631
56,6.0,80.0,137.0,0.0,1722.116759777069,45413.0,1002.210872854265
57,7.0,80.0,127.0,8.645477074008574e-05,1807.5965020656586,30488.0,969.3318831505991
58,8.0,80.0,139.0,0.0028497174472568543,3600.7733023166656,136342.0,984.9031016341359
59,9.0,80.0,138.0,0.0,2669.4988663196564,56279.0,970.4154226309983
